Nom_exploitant;Raison_sociale;Description_infraction;Adresse_lieu_infraction;Type_etablissement;Information_etablissement;Date_infraction;Date_jugement;Date_publication;Amende;SOC_CD_LOI;SOC_NOM_LOI;SOC_CD_REGL;SOC_NOM_REGL;SOC_CD_ARTCL_INFRC;SOC_NOM_ARTCL_INFRC;SOC_CD_POURS;SOC_DESC_POURS;SOC_CD_REGRP_TYP_ENTT;SOC_DESC_REGRP_TYP_ENTT;
9433-1733 QUEBEC INC.;;A EXPLOITE UN LIEU VISE A L'ARTICLE 2.1.1, QUI N'ETAIT PAS EXEMPT DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES RONGEURS ET LES INSECTES OU DE LEURS EXCREMENTS.;5625 BOUL. GRANDE-ALLEE BROSSARD, (QC) J4Z3G3;RESTAURANT;;2024-02-08 00:00;2024-10-02 00:00;2024-10-07 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2 al.1          ;INSECTES RONGEURS EXCREMENTS;1;MAPAQ;21;RESTAURATION;
MC INNES INC.;;A EXPLOITE UN ETABLISSEMENT DONT LES LIEUX, LES EQUIPEMENTS ET LES MATERIAUX SERVANT A LA PREPARATION ET A L'ENTREPOSAGE DES PRODUITS N'ETAIENT PAS PROPRES.;340 RUE SEIGNEURIALE QUEBEC, (QC) G1C3P9;REST. SERVICE RAPIDE;;2024-05-08 00:00;2024-10-07 00:00;2024-10-16 00:00;750 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.1               ;INSALUBRITE;1;MAPAQ;21;RESTAURATION;
9413-2404 QUEBEC INC.;LOS TNT TACOS;A EXPLOITE UN LIEU VISE A L'ARTICLE 2.1.1, QUI N'ETAIT PAS EXEMPT DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES RONGEURS ET LES INSECTES OU DE LEURS EXCREMENTS.;4200 CHEMIN DE LA SAVANE LONGUEUIL, (QC) J3Y0P6;RESTAURANT;;2024-04-04 00:00;2024-09-23 00:00;2024-10-04 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2 al.1          ;INSECTES RONGEURS EXCREMENTS;1;MAPAQ;21;RESTAURATION;
80 GRAMMES INC.;80 GRAMMES;LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;7275 RUE SHERBROOKE EST 141 MONTREAL, (QC) H1N1E9;RESTAURANT SERVICE RAPIDE;;2022-11-11 00:00;2023-03-28 00:00;2023-03-28 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;21;RESTAURATION;
9323-5356 QUEBEC INC.;BOUCHERIE AL-HILAL;LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;3680 RUE FLEURY EST MONTREAL, (QC) H1H2S6;EPICERIE/BOUCHERIE;;2023-05-15 00:00;2024-06-06 00:00;2024-06-06 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;20;DÉTAIL;
9394-4841 QUEBEC INC.;SUBWAY;LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;3250 BOULEVARD HENRI-BOURASSA EST MONTREAL, (QC) H1H1H4;RESTAURANT SERVICE RAPIDE;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2023-05-15 00:00;2024-01-26 00:00;2024-01-26 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;21;RESTAURATION;
CHARCUTERIE NOEL INC.;CHARCUTERIE NOEL;NUL NE PEUT FAIRE EMPLOI SUR UN PRODUIT, SON RECIPIENT, SON ETIQUETTE, SON EMBALLAGE, SUR UN ECRITEAU AFFERENT OU DANS UN DOCUMENT CONCERNANT LA PUBLICITE, LA DETENTION, LA MANUTENTION OU LA MISE EN CIRCULATION D'UN PRODUIT POUR LA VENTE, D'UNE INDICATION INEXACTE, FAUSSE, TROMPEUSE OU SUSCEPTIBLE DE CREER CHEZ L'ACHETEUR UNE CONFUSION SUR L'ORIGINE, LA NATURE, LA CATEGORIE, LA CLASSE, LA QUALITE, L'ETAT, LA QUANTITE, LA COMPOSITION, LA CONSERVATION OU L'UTILISATION SECURITAIRE DU PRODUIT. EST ASSIMILEE A UNE INDICATION INEXACTE, FAUSSE OU TROMPEUSE, L'ABSENCE D'INDICATION OU UNE INDICATION INCOMPREHENSIBLE OU ILLISIBLE SUR L'UN DES ELEMENTS MENTIONNES CI-HAUT.;5733 BOULEVARD LEGER MONTREAL, (QC) H1G6J2;EPICERIE/BOUCHERIE;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2023-05-23 00:00;2023-06-06 00:00;2023-06-06 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);               ;;4;;3;VILLE DE MONTREAL;20;DÉTAIL;
NGUYEN VAN HIEP;ALLEE SUSHI;LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;850 RUE SAUVE EST MONTREAL, (QC) H2C1Z2;RESTAURANT METS A EMPORTER;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2023-06-06 00:00;2023-07-17 00:00;2023-07-17 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;21;RESTAURATION;
9404-9616 QUEBEC INC.;SOUK MICHELET;LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;6450 RUE BEAUBIEN EST MONTREAL, (QC) H1M1A9;EPICERIE/BOUCHERIE;;2023-07-18 00:00;2024-02-27 00:00;2024-02-27 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;20;DÉTAIL;
CASSE CROUTE MISTER PATE INC.;MISTER PATE;LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;3914 RUE MONSELET MONTREAL, (QC) H1H2C1;RESTAURANT;;2023-09-01 00:00;2024-04-04 00:00;2024-04-04 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;21;RESTAURATION;
ZAKARIA FREJ;DEPANNEUR KEBEC 1996 ENR;LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;1601 AVENUE BOURBONNIERE MONTREAL, (QC) H1W3N5;EPICERIE/BOUCHERIE;;2022-09-12 00:00;2023-10-19 00:00;2023-10-19 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;20;DÉTAIL;
9459-9636 QUEBEC INC.;;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;820 BOUL. ST-JOSEPH DRUMMONDVILLE, (QC) J2C2C5;REST. SERVICE RAPIDE;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2022-08-16 00:00;2023-10-31 00:00;2023-11-10 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
9459-9636 QUEBEC INC.;;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;820 BOUL. SAINT-JOSEPH DRUMMONDVILLE, (QC) J2C2C5;RESTAURANT SERVICE RAPIDE;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2022-10-24 00:00;2023-05-30 00:00;2023-06-20 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
9018-2486 QUEBEC INC.;RESTAURANT O DELI-DELICE;A EXPLOITE UN LIEU VISE A L'ARTICLE 2.1.1, QUI N'ETAIT PAS EXEMPT DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES RONGEURS ET LES INSECTES OU DE LEURS EXCREMENTS.;350 ST-JEAN  (SUITE 101) DRUMMONDVILLE, (QC) J2B5L4;RESTAURANT;;2023-04-04 00:00;2023-04-12 00:00;2023-05-25 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2 al.1          ;INSECTES RONGEURS EXCREMENTS;1;MAPAQ;21;RESTAURATION;
9401-0816 QUEBEC INC.;RESTO SEAN ET BRUCE;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;4564 BOUL. SAINT-JOSEPH OUEST DRUMMONDVILLE, (QC) J2A1M8;RESTAURANT;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2023-04-12 00:00;2023-09-05 00:00;2023-10-02 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
LES GESTIONS VALLIERES ET PELLETIER INC.;LES TERRASSES DE LA FONDERIE;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;1450 RUE HEBERT DRUMMONDVILLE, (QC) J2C0C7;CENTRE D'ACCUEIL;;2023-08-09 00:00;2023-08-28 00:00;2023-10-02 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
9335-0965 QUEBEC INC.;TRAITEUR RICHARD COTE;A MIS EN VENTE UN PRODUIT CONDITIONNE EN VUE DE LA VENTE NE PORTANT PAS, SUR LE RECIPIENT, L'EMBALLAGE OU L'ENVELOPPE QUI LE CONTIENT, LES INSCRIPTIONS EN CARACTERES INDELEBILES, TRES LISIBLES ET APPARENTS POUR REVELER LA COMPOSITION DU PRODUIT.;3080 BOUL. LOUIS-FRECHETTE NICOLET, (QC) J3T1M8;TRAITEUR;;2024-04-03 00:00;2024-05-02 00:00;2024-05-09 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;3.3.3 al.1(a)(i)    ;ETIQUETAGE / COMPOSITION DU PRODUIT;1;MAPAQ;21;RESTAURATION;
9399-4440 QUEBEC INC.;BISTRO ASIATIQUE TAO;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;295 BOUL. L'ANGE-GARDIEN L'ASSOMPTION, (QC) J5W1R9;RESTAURANT;;2023-04-13 00:00;2024-02-21 00:00;2024-02-28 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
LES ENTREPRISES MAGICO (1984) LTEE;DEPANNEUR CHEZ JEAN-LOUIS;A EXPLOITE UN LIEU VISE A L'ARTICLE 2.1.1, QUI N'ETAIT PAS EXEMPT DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES RONGEURS ET LES INSECTES OU DE LEURS EXCREMENTS.;814 RUE PAPINEAU JOLIETTE, (QC) J6E2L5;MARCHE DE PROXIMITE;;2023-05-08 00:00;2023-05-18 00:00;2023-07-24 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2 al.1          ;INSECTES RONGEURS EXCREMENTS;1;MAPAQ;20;DÉTAIL;
PAUL ARBEC INC.;;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;3462 3E AVENUE RAWDON, (QC) J0K1S0;CENTRE D'ACCUEIL;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2023-08-31 00:00;2023-09-18 00:00;2023-10-23 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
PAUL ARBEC INC.;;A DETENU EN VUE DE LA VENTE, UN PRODUIT PERISSABLE VENDU CHAUD OU SERVI CHAUD AU CONSOMMATEUR SANS ETRE GARDE A UNE TEMPERATURE INTERNE D'AU MOINS 60 °C JUSQU'A SA LIVRAISON.;3462 3E AVENUE RAWDON, (QC) J0K1S0;CENTRE D'ACCUEIL;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2024-01-11 00:00;2024-01-18 00:00;2024-04-18 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.5          ;TEMPERATURE ALIMENTS PERISSABLES;1;MAPAQ;21;RESTAURATION;
CASSE-CROUTE CHEZ BIZOU INC.;;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;2385 RUE NOTRE-DAME L'ANCIENNE-LORETTE, (QC) G2G1A2;CASSE-CROUTE;;2022-10-20 00:00;2023-03-30 00:00;2023-04-14 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
9367-8159 QUEBEC INC.;;A EXPLOITE UN LIEU, OU UNE OU DES PERSONNES, AFFECTEES A LA PREPARATION DES PRODUITS, AU LAVAGE OU AU NETTOYAGE DU MATERIEL ET DE L'EQUIPEMENT, PORTAIENT DU VERNIS A ONGLES, UNE MONTRE, UNE BAGUE, UNE BOUCLE D'OREILLE OU AUTRE BIJOU.;5073 BOUL. WILFRID-HAMEL QUEBEC, (QC) G2E5G3;REST. SERVICE RAPIDE;;2023-07-24 00:00;2024-06-25 00:00;2024-07-11 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.3 al.3(5)       ;BIJOUX, MONTRES, VERNIS A ONGLES;1;MAPAQ;21;RESTAURATION;
3104-9265 QUEBEC INC.;SUBWAY;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;8760 BOUL. LACROIX SAINT-GEORGES, (QC) G5Y2B5;REST. SERVICE RAPIDE;;2023-05-08 00:00;2023-11-06 00:00;2023-11-10 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
9211-2127 QUEBEC INC.;BARIL GRILL;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;1390 6E AVENUE SAINT-GEORGES, (QC) G5Y3V6;RESTAURANT;;2024-05-15 00:00;2024-05-21 00:00;2024-06-10 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
9113-9824 QUEBEC INC.;LES COLOCS CAFE RESTO;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;400 3E AVENUE QUEBEC, (QC) G1L2W1;RESTAURANT;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2023-06-27 00:00;2024-03-25 00:00;2024-03-27 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
RESTAURANT L'ECHAUDE (2010) INC.;;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;67 RUE DU SAULT-AU-MATELOT QUEBEC, (QC) G2G0E1;RESTAURANT;;2023-10-20 00:00;2023-11-02 00:00;2023-11-20 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
LOKIA LEBOURGNEUF INC.;LES JARDINS LEBOURGNEUF;A DETENU EN VUE DE LA VENTE, UN PRODUIT PERISSABLE VENDU CHAUD OU SERVI CHAUD AU CONSOMMATEUR SANS ETRE GARDE A UNE TEMPERATURE INTERNE D'AU MOINS 60 °C JUSQU'A SA LIVRAISON.;780 BOULEVARD LEBOURGNEUF QUEBEC, (QC) G2J1S1;CENTRE D'ACCUEIL;;2023-11-07 00:00;2024-04-18 00:00;2024-05-02 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.5          ;TEMPERATURE ALIMENTS PERISSABLES;1;MAPAQ;21;RESTAURATION;
LE GROUPE RESTOS PLAISIRS INC.;LE COCHON DINGUE;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;46 BOUL. CHAMPLAIN QUEBEC, (QC) G1K4H7;RESTAURANT;;2023-11-24 00:00;2023-12-05 00:00;2024-01-29 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
9428-4536 QUEBEC INC.;RESTAURANT BOUSTAN - BLAINVILLE;A EXPLOITE UN LIEU, OU UNE OU DES PERSONNES, AFFECTEES A LA PREPARATION DES PRODUITS, AU LAVAGE OU AU NETTOYAGE DU MATERIEL ET DE L'EQUIPEMENT, PORTAIENT DU VERNIS A ONGLES, UNE MONTRE, UNE BAGUE, UNE BOUCLE D'OREILLE OU AUTRE BIJOU.;401 BOUL. CURE-LABELLE BLAINVILLE, (QC) J7C2G9;RESTAURANT SERVICE RAPIDE;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2022-07-27 00:00;2024-01-12 00:00;2024-01-23 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.3 al.3(5)       ;BIJOUX, MONTRES, VERNIS A ONGLES;1;MAPAQ;21;RESTAURATION;
9365-8342 QUEBEC INC.;LA BELLE ET LA BOEUF BOUCHERVILLE;A EXPLOITE UN LIEU VISE A L'ARTICLE 2.1.1, QUI N'ETAIT PAS EXEMPT DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES RONGEURS ET LES INSECTES OU DE LEURS EXCREMENTS.;1165 RUE VOLTA BOUCHERVILLE, (QC) J4B5L2;RESTAURANT;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2022-09-01 00:00;2023-03-16 00:00;2023-04-12 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2 al.1          ;INSECTES RONGEURS EXCREMENTS;1;MAPAQ;21;RESTAURATION;
LES SERRES STEPHANE BERTRAND INC.;;A EXPLOITE UN LIEU VISE A L'ARTICLE 2.1.1, QUI N'ETAIT PAS EXEMPT DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES RONGEURS ET LES INSECTES OU DE LEURS EXCREMENTS.;11730 RTE SIR WILFRID-LAURIER MIRABEL, (QC) J7N1P5;MARCHE PROXIM.PERMIS PRG;;2024-07-30 00:00;2024-08-15 00:00;2024-10-16 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2 al.1          ;INSECTES RONGEURS EXCREMENTS;1;MAPAQ;20;DÉTAIL;
